



"Microwave Link Report"
"Save Time:04/11/2025 23:26:42"
"User Name:admin"
"Data Source:NE"

"Total 557 Records"

"Link Name","Source Physical Location","Source NE Name","Source NE ID","Source Board","Source Port","Sink Physical Location","Sink NE Name","Sink NE ID","Sink Board","Sink Port","Level","Up and down Rate Ratio(TX:RX)","Source Protect Type","Sink Protect Type","Source Protection Group ID","Sink Protection Group ID","Source Protect Unit Type","Sink Protect Unit Type","Source Revertive Mode","Sink Revertive Mode","Source Protection Group Active Work Unit","Sink Protection Group Active Work Unit","Source XPIC Group ID","Sink XPIC Group ID","Source XPIC Group Capacity (Mbit/s)","Sink XPIC Group Capacity (Mbit/s)","Source XPIC Polarization Direction","Sink XPIC Polarization Direction","Source XPIC Adjoin NEID","Sink XPIC Adjoin NEID","Source XPIC Adjoin LinkID","Sink XPIC Adjoin LinkID","Source Frequency(GHz)","Sink Frequency(GHz)","Source ODU Frequency Range(MHz)","Sink ODU Frequency Range(MHz)","Source Equipment Information","Sink Equipment Information","Source Station Type","Sink Station Type","Source NE Frequency (MHz)","Sink NE Frequency (MHz)","Source NE Radio Work Mode","Sink NE Radio Work Mode","Source NE Preset Value of Transmit Power","Sink NE Preset Value of Transmit Power","Source NE Current Value of Transmit Power","Sink NE Current Value of Transmit Power","Source NE Preset Value of Receive Power","Sink NE Preset Value of Receive Power","Source NE Current Value of Receive Power","Sink NE Current Value of Receive Power","Source NE Max Value of Transmit Power of 24-Hour PM","Sink NE Max Value of Transmit Power of 24-Hour PM","Source NE Min Value of Transmit Power of 24-Hour PM","Sink NE Min Value of Transmit Power of 24-Hour PM","Source NE Max Value of Receive Power of 24-Hour PM","Sink NE Max Value of Receive Power of 24-Hour PM","Source NE Min Value of Receive Power of 24-Hour PM","Sink NE Min Value of Receive Power of 24-Hour PM","Source NE Guaranteed E1 Capacity","Sink NE Guaranteed E1 Capacity","Source NE Occupied E1 Capacity","Sink NE Occupied E1 Capacity","Source NE E1 Capacity Usage (%)","Sink NE E1 Capacity Usage (%)","Source NE Ethernet Capacity (Mbit/s)","Sink NE Ethernet Capacity (Mbit/s)","Source NE Max. Ethernet Throughput (kbps)","Sink NE Max. Ethernet Throughput (kbps)","Source NE Min. Ethernet Throughput (kbps)","Sink NE Min. Ethernet Throughput (kbps)","Source NE Average Ethernet Throughput (kbps)","Sink NE Average Ethernet Throughput (kbps)","Source NE ATPC Enable Status","Sink NE ATPC Enable Status","Source NE ATPC Upper Threshold","Sink NE ATPC Upper Threshold","Source NE ATPC Lower Threshold","Sink NE ATPC Lower Threshold","Source NE ATPC Automatic Threshold Enable Status","Sink NE ATPC Automatic Threshold Enable Status","Source NE ATPC Upper Automatic Threshold","Sink NE ATPC Upper Automatic Threshold","Source NE ATPC Lower Automatic Threshold","Sink NE ATPC Lower Automatic Threshold","Source NE AM Status","Sink NE AM Status","Source AM Full Capacity Modulation Format","Sink AM Full Capacity Modulation Format","Source AM Guaranteed Capacity Modulation Format","Sink AM Guaranteed Capacity Modulation Format","Highest-Order AM Scheme for Source NE","Highest-Order AM Scheme for Sink NE","Lowest-Order AM Scheme for Source NE","Lowest-Order AM Scheme for Sink NE","Link ID","Site Distance","Source PLA ID","Sink PLA ID","Source PLA Type","Sink PLA Type","Source PLA Port Type","Sink PLA Port Type"
l-2,,6321-RTN392437_CATALKOY_TD,48-437,12-ISM6,2(RTNIF-2),,6423-RTN392117_ARAPKOY,48-117,12-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,2,1,912,912,H,H,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15229.000,14809.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",24.00,24.00,16.90,16.90,-10.00,-10.00,-35.20,-35.70,/,17.00,/,16.90,/,-35.50,/,-42.40,0,0,0,0,-,-,454.8,454.8,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,804,-,2,2,PLA,PLA,Slave,Slave
l-3,,6314-RTN392162_KARAOGLANOGLU_TD,48-162,12-ISX2,1(RTNIF-1),,6316-RTN392500_DOGRUYOL,48-500,3-ISX2,1(RTNIF-1),Hybrid(265Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18305.000,19315.000,"0E1,56MHz,64QAM","0E1,56MHz,64QAM",21.00,21.00,19.60,19.50,-10.00,-10.00,-38.40,-38.90,/,19.60,/,19.50,/,-38.30,/,-44.30,0,0,0,0,-,-,264.094,264.094,268721,93900,0,0,1750,122,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,64QAM,64QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,805,-,/,/,/,/,/,/
l-4,,6304-RTN392432_SELVILITEPE_BRT_VIP2,48-432,5-ISM6,1(RTNIF-1),,4673-RTN392508_DIKMEN_YOLU_KULE,48-508,11-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,4,1,912,912,V,V,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14942.000]",XMC-3,XMC-3,TX high,TX low,15313.000,14893.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",24.00,24.00,18.80,19.10,-10.00,-10.00,-39.00,-38.10,/,20.10,/,18.70,/,-37.00,/,-48.80,2,2,0,0,0.00,0.00,450.656,450.656,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,806,-,4,4,PLA,PLA,Master,Master
l-5,,6304-RTN392432_SELVILITEPE_BRT_VIP2,48-432,5-ISM6,2(RTNIF-2),,4673-RTN392508_DIKMEN_YOLU_KULE,48-508,11-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,4,1,912,912,H,H,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14942.000]",XMC-3,XMC-3,TX high,TX low,15313.000,14893.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",24.00,24.00,18.80,19.00,-10.00,-10.00,-38.30,-36.90,/,20.20,/,18.70,/,-35.80,/,-49.90,2,2,0,0,0.00,0.00,450.656,450.656,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,807,-,4,4,PLA,PLA,Slave,Slave
l-7,,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,4-ISM6,1(RTNIF-1),,1609-RTN392668_YENIKENT,48-668,4-ISM6,1(RTNIF-1),Hybrid(435Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,3,870,870,V,V,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-3,XMC-3,TX low,TX high,17755.000,18765.000,"0E1,56MHz,1024QAM","0E1,56MHz,1024QAM",23.00,23.00,7.20,7.00,-10.00,-10.00,-39.00,-39.50,14.70,/,6.60,/,-36.40,/,-43.50,/,0,0,0,0,-,-,433.979,433.979,/,/,/,/,/,/,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,808,-,5,5,PLA,PLA,Master,Master
l-8,,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,4-ISM6,2(RTNIF-2),,1609-RTN392668_YENIKENT,48-668,4-ISM6,2(RTNIF-2),Hybrid(435Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,3,870,870,H,H,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-3,XMC-3,TX low,TX high,17755.000,18765.000,"0E1,56MHz,1024QAM","0E1,56MHz,1024QAM",23.00,23.00,7.20,7.10,-10.00,-10.00,-38.40,-39.20,17.10,/,6.70,/,-33.20,/,-43.90,/,0,0,0,0,-,-,433.979,433.979,/,/,/,/,/,/,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,809,-,5,5,PLA,PLA,Slave,Slave
l-60,,1686-RTN392433_METEHAN_SINIR_KULE,48-433,5-ISV3,1(RTNIF-1),,1609-RTN392668_YENIKENT,48-668,9-ISM6,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22274.000,23282.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,17.80,17.90,-10.00,-10.00,-34.90,-34.60,18.20,/,17.70,/,-33.80,/,-44.60,/,0,0,0,0,-,-,241.045,241.045,247713,145126,0,0,36016,6372,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,810,-,/,/,/,/,/,/
l-62,,4788-RTN39255_KILITKAYA,48-55,1-DMD4,1(IF1),,1651-RTN392313_TUZLUCA,48-313,1-ISV3,1(RTNIF-1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23562.000,22554.000,"-,28MHz,512QAM","0E1,28MHz,512QAM",23.00,23.00,20.50,20.60,-10.00,-10.00,-38.70,-38.70,20.70,20.70,20.20,20.20,-38.30,-38.60,-46.80,-48.90,/,0,/,0,/,-,195.6,195.6,74459,69991,0,0,1957,438,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,812,-,/,/,/,/,/,/
l-64,,4794-RTN39253_TURKER_APT,48-53,3-ISM8,1(RTNIF-1),,1606-RTN392513_GONYELI_TD,48-513,10-ISM6,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22316.000,23324.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",21.00,21.00,9.00,7.20,-10.00,-10.00,-39.40,-38.90,17.10,/,4.90,/,-37.10,/,-43.20,/,0,0,0,0,-,-,499.707,499.707,433994,146467,0,0,83071,6863,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,815,-,/,/,/,/,/,/
l-65,,4786-RTN39254_GRAND_PASA_OUTDOOR,48-54,3-ISM8,1(RTNIF-1),,1141-RTN392390_CIKLOS,48-390,2-ISM6,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23310.000,22302.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",21.00,21.00,11.10,10.90,-10.00,-10.00,-39.00,-39.10,15.40,14.80,10.90,10.50,-37.60,-37.80,-43.30,-42.40,0,0,0,0,-,-,240.942,240.942,244329,107269,0,0,30660,5651,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,816,-,/,/,/,/,/,/
l-66,,4795-RTN39256_ILELI_MARKET,48-56,3-ISM8,1(RTNIF-1),,6313-RTN392434_LAPTA_TD,48-434,12-ISM6,2(RTNIF-2),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22540.000,23548.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",21.00,21.00,6.80,7.00,-10.00,-10.00,-39.60,-39.20,15.00,/,4.90,/,-37.10,/,-44.70,/,0,0,0,0,-,-,499.815,499.815,221644,104231,0,0,36905,6429,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,817,-,/,/,/,/,/,/
l-67,,6552-RTN392150_KAPALI_MARAS_ORDUEVI,48-150,3-ISX2,1(RTNIF-1),,1508-RTN392214_MARAS_TD,48-214,4-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22274.000,22610.000]","[23282.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22540.000,23548.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",21.00,21.00,17.40,17.50,-10.00,-10.00,-34.40,-34.50,17.50,17.50,17.40,17.40,-34.10,-34.20,-34.70,-34.80,0,0,0,0,-,-,362.092,362.089,349560,111659,0,0,40955,7453,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,818,-,/,/,/,/,/,/
l-68,,1634-RTN39247_ASTRO,48-47,6-ISX2,1(RTNIF-1),,1606-RTN392513_GONYELI_TD,48-513,6-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37590.000,38850.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",10.00,10.00,1.10,0.90,-10.00,-10.00,-39.60,-39.50,15.60,/,-1.00,/,-27.70,/,-49.60,/,0,0,0,0,-,-,362.092,362.092,268869,137592,0,0,32726,5492,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,819,-,/,/,/,/,/,/
l-69,,1134-RTN39251_DEMIR_MARKET,48-51,3-ISM8,1(RTNIF-1),,6373-RTN39252_ERCANTAN,48-52,13-ISM6,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23548.000,22540.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",21.00,21.00,5.10,2.80,-10.00,-10.00,-40.10,-39.20,13.00,/,2.90,/,-35.30,/,-43.90,/,0,0,0,0,-,-,499.707,499.707,424230,142079,0,0,54032,8046,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,821,-,/,/,/,/,/,/
l-70,,6554-RTN39260_GOCMENKOY_GIZLEM_APT,48-60,3-ISM8,1(RTNIF-1),,6373-RTN39252_ERCANTAN,48-52,13-ISM6,2(RTNIF-2),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38346.000,37086.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",17.00,17.00,5.10,5.20,-10.00,-10.00,-40.00,-39.40,13.20,/,4.60,/,-35.20,/,-43.60,/,0,0,0,0,-,-,499.707,499.707,394398,132493,0,0,42631,5171,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,822,-,/,/,/,/,/,/
l-71,,4797-RTN392268_GONYELI_ATES_KISLASI,48-268,6-ISX2,1(RTNIF-1),,1606-RTN392513_GONYELI_TD,48-513,4-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18635.000,19645.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",21.00,21.00,16.40,16.40,-10.00,-10.00,-40.20,-39.60,19.40,/,16.40,/,-34.20,/,-52.50,/,0,0,0,0,-,-,362.092,362.092,269032,84853,0,0,34435,4367,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,823,-,/,/,/,/,/,/
l-72,,1614-RTN392361_ZIYAMET_VIP2,48-361,3-ISM6,1(RTNIF-1),,1604-RTN392384_BOGAZTEPE_KULE,48-384,3-ISM6,1(RTNIF-1),Hybrid(369Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,738,738,V,V,-,-,-,-,7,7,"[7729.000,7813.000]","[7484.000,7568.000]",XMC-3,XMC-3,TX high,TX low,7785.000,7540.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",26.50,26.50,24.10,24.00,-10.00,-10.00,-42.40,-42.10,/,24.20,/,23.80,/,-41.00,/,-44.10,0,0,0,0,-,-,367.568,367.568,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,824,-,5,5,PLA,PLA,Master,Master
l-73,,1614-RTN392361_ZIYAMET_VIP2,48-361,3-ISM6,2(RTNIF-2),,1604-RTN392384_BOGAZTEPE_KULE,48-384,3-ISM6,2(RTNIF-2),Hybrid(369Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,738,738,H,H,-,-,-,-,7,7,"[7729.000,7813.000]","[7484.000,7568.000]",XMC-3,XMC-3,TX high,TX low,7785.000,7540.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",26.50,26.50,24.10,24.10,-10.00,-10.00,-41.80,-41.80,/,24.20,/,23.90,/,-40.50,/,-43.70,0,0,0,0,-,-,367.568,367.568,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,825,-,5,5,PLA,PLA,Slave,Slave
l-74,,1162-RTN39250_TASKINKOY,48-50,3-ISM8,1(RTNIF-1),,6373-RTN39252_ERCANTAN,48-52,11-ISM6,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38444.000,37184.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",10.00,10.00,10.00,10.00,-10.00,-10.00,-29.60,-29.40,10.20,/,9.70,/,-28.70,/,-58.80,/,0,0,0,0,-,-,240.942,240.942,235728,105117,0,0,15772,2708,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,827,-,/,/,/,/,/,/
l-75,,1681-RTN39249_BRT,48-49,3-ISM8,1(RTNIF-1),,6373-RTN39252_ERCANTAN,48-52,11-ISM6,2(RTNIF-2),Hybrid(534Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38346.000,37086.000,"0E1,56MHz,4096QAM","0E1,56MHz,4096QAM",18.00,18.00,12.00,12.00,-10.00,-10.00,-31.80,-30.20,13.10,/,11.70,/,-28.20,/,-45.40,/,0,0,0,0,-,-,533.363,533.363,428693,165283,0,0,40218,7833,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,4096QAM,4096QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,828,-,/,/,/,/,/,/
l-76,,4799-RTN392251_SEVENER_RESTAURANT,48-251,3-ISX2,1(RTNIF-1),,6313-RTN392434_LAPTA_TD,48-434,10-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22316.000,23324.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",16.00,16.00,15.80,15.90,-10.00,-10.00,-32.30,-33.20,/,/,/,/,/,/,/,/,0,0,0,0,-,-,362.092,362.092,302116,140258,0,0,67490,10693,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,829,-,/,/,/,/,/,/
l-77,,6543-RTN3923018_ISKELE_ARKIN_OTEL,48-143,3-ISX2,1(RTNIF-1),,1613-RTN392289_ISKELE_TD,48-289,4-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19645.000,18635.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",21.00,21.00,16.50,16.40,-10.00,-10.00,-34.70,-35.00,16.50,16.50,16.40,16.40,-34.00,-33.80,-37.30,-37.60,0,0,0,0,-,-,362.092,362.092,312128,139865,0,0,33294,9336,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,830,-,/,/,/,/,/,/
l-78,,4789-RTN392174_PERA_MACKENZIE,48-174,1-DMD4,1(IF1),,1290-RTN392128_NOYANLAR_SEAVIEW,48-128,4-ISV3,1(RTNIF-1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22302.000,23310.000,"-,28MHz,512QAM","0E1,28MHz,512QAM",21.00,21.00,20.30,20.60,-10.00,-10.00,-26.30,-26.20,20.30,20.70,20.30,20.20,-26.30,-25.60,-26.50,-26.60,/,0,/,0,/,-,195.6,195.6,108331,100182,0,0,10530,2169,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,831,-,/,/,/,/,/,/
l-79,,6549-RTN392307_YDU_BOGAZICI_HASTANE,48-307,3-ISM8,1(RTNIF-1),,1217-RTN392258_BOGAZICI_T_KULE_VIP2,48-258,11-ISM6,2(RTNIF-2),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18250.000,19260.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,11.20,13.10,-10.00,-10.00,-39.20,-40.20,11.40,13.20,10.90,12.70,-38.40,-39.50,-40.30,-41.40,0,0,0,0,-,-,240.942,240.942,241771,131832,0,0,17049,3366,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,832,-,/,/,/,/,/,/
l-80,,39892-RTN392156_AKSOY_OYUNCAK,48-516,1-DMD4,1(IF1),,1606-RTN392513_GONYELI_TD,48-513,10-ISM6,2(RTNIF-2),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37380.000,38640.000,"-,28MHz,2048QAM","0E1,28MHz,2048QAM",18.00,18.00,12.90,12.80,-10.00,-10.00,-33.90,-34.40,12.90,/,12.90,/,-33.70,/,-33.90,/,/,0,/,0,/,-,240.867,240.867,243965,116054,0,0,18349,3464,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,4096QAM,4096QAM,QPSKStrong,QPSKStrong,833,-,/,/,/,/,/,/
l-2,,1602-RTN392204_ESIN_APARTMANI,48-204,3-IFU2,1(RTNIF-1),,1618-RTN392209_DSI,48-209,4-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38346.000,37086.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",9.00,9.00,9.00,9.00,-10.00,-10.00,-30.00,-32.30,9.00,9.00,9.00,9.00,-28.50,-31.00,-33.20,-36.70,1,1,0,0,0.00,0.00,360.169,360.169,250822,124602,0,0,25825,5428,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,838,-,/,/,/,/,/,/
l-85,,1272-RTN392343_METROPOLE_NEW,48-343,4-ISV3,1(RTNIF-1),,6373-RTN39252_ERCANTAN,48-52,4-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38388.000,37128.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",10.00,10.00,0.70,-0.70,-10.00,-10.00,-43.20,-41.00,/,/,/,/,/,/,/,/,0,0,0,0,-,-,241.045,241.045,189743,110177,313,0,40256,5057,Enabled,Enabled,-35.00,-35.00,-50.00,-50.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,839,-,/,/,/,/,/,/
